PrdNm,Qty,TotItemVal,Excise Amount,UnitPrice,PORef,DocNo,DocDate,VEHICLE_NO,Irn,SellDetGSTIN,BuyDetGSTIN
0107BM100291N,75.0,210803.46,32156.46,2381.96,6711385445,P26101416,29/08/2026,MH14KA1526,76f5b3e1a8e2dbe0a54f85571d9c2549f6d992011f43ef37bfc14b3cc8b19fdf,27AAACH2804E1Z3,27AAACM3025E1ZZ
